,Review_Text,Review_Clean_List,Review_Clean
155,"Benteng ini terletak di barat kota Makassar, persis di pantai barat sulawesi. Benteng yg cukup luas, dinding benteng yg tinggi dan sangat tebal, dipenuhi bangunan dalam benteng yang masih megah dan menyimpan beragam benda2 antik dan replika benda2 bersejarah. Kita bisa banyak mengetahui info tentang budaya lokal dari semua aspeknya di tempat ini. Meskipun cuaca mendung, tetap saja terasa panas, untuk ngadem sebaiknya masuk gedung sambil melihat benda2 bersejarahnya.","['benteng', 'letak', 'barat', 'kota', 'makassar', 'persis', 'pantai', 'barat', 'sulawesi', 'benteng', 'yg', 'luas', 'dinding', 'benteng', 'yg', 'tebal', 'penuh', 'bangun', 'benteng', 'megah', 'simpan', 'agam', 'benda', 'antik', 'replika', 'benda', 'sejarah', 'info', 'budaya', 'lokal', 'aspek', 'cuaca', 'mendung', 'asa', 'panas', 'ngadem', 'masuk', 'gedung', 'lihat', 'benda', 'sejarah']",benteng letak barat kota makassar persis pantai barat sulawesi benteng yg luas dinding benteng yg tebal penuh bangun benteng megah simpan agam benda antik replika benda sejarah info budaya lokal aspek cuaca mendung asa panas ngadem masuk gedung lihat benda sejarah
156,"Kebetulan lokasinya dekat hotel, hanya tinggal menyebrang jalan saja.Tidak ada tiket masuk, namun pengunjung diwajibkan untuk mencatat data kedatangan dan membayar uang sukarela.Ternyata didalam sangat luas dan nyaman, bagus buat foto-foto.Sayang saya belum sempat explore semua-nya","['lokasi', 'hotel', 'tinggal', 'menyebrang', 'jalan', 'tiket', 'masuk', 'unjung', 'wajib', 'catat', 'data', 'bayar', 'uang', 'sukarela', 'nyata', 'luas', 'nyaman', 'bagus', 'foto', 'foto', 'sayang', 'explore', 'nya']",lokasi hotel tinggal menyebrang jalan tiket masuk unjung wajib catat data bayar uang sukarela nyata luas nyaman bagus foto foto sayang explore nya
157,"Benteng Rotterdam adalah salah satu tempat wisata hemat di Makassar yang harus dikunjungi karena tempat ini adalah bagian dari sejarah Makassar. Pertama kali saya mengunjungi lokasi ini belum mengunjungi keseluruhan tempat. Untuk masuk ke lokasi ini tidak dipungut bayaran, tapi bagi yang ingin menyumbangkan sedikit untuk perawatan benteng, pengelola menyediakan kotaknya.","['benteng', 'rotterdam', 'salah', 'wisata', 'hemat', 'makassar', 'kunjung', 'sejarah', 'makassar', 'kali', 'unjung', 'lokasi', 'unjung', 'masuk', 'lokasi', 'pungut', 'bayar', 'sumbang', 'awat', 'benteng', 'kelola', 'sedia', 'kotak']",benteng rotterdam salah wisata hemat makassar kunjung sejarah makassar kali unjung lokasi unjung masuk lokasi pungut bayar sumbang awat benteng kelola sedia kotak
158,"Benteng rotterdam peninggalan belanda..ada museum di dalam benteng ini, dan ada penjara jaman dulu..Masuk tidak bayar, hanya masuk museum yang bayar..Isi museum mewakili makassar sekali, dimana kita dapat mengetahui sejarah kota makassar","['benteng', 'rotterdam', 'tinggal', 'belanda', 'museum', 'benteng', 'penjara', 'jaman', 'masuk', 'bayar', 'masuk', 'museum', 'bayar', 'isi', 'museum', 'wakil', 'makassar', 'sejarah', 'kota', 'makassar']",benteng rotterdam tinggal belanda museum benteng penjara jaman masuk bayar masuk museum bayar isi museum wakil makassar sejarah kota makassar
159,Selama sy masyk di fort roterdam..sy banyak di beri tau tentang sejarah Tallo - Gowa dan pemandu wisatanya jg ramah.2....makassar ok jg,"['sy', 'masyk', 'fort', 'roterdam', 'sy', 'tau', 'sejarah', 'tallo', 'gowa', 'pandu', 'wisata', 'jg', 'ramah', 'makassar', 'ok', 'jg']",sy masyk fort roterdam sy tau sejarah tallo gowa pandu wisata jg ramah makassar ok jg
160,Benteng yang terletak di kota Makassar ini bisa dibilang warisan masa lampau dengan banyak sejarah di dalamnya. Letaknya menghadap pantai dengan bangunan yang kokoh. Banyak bangunan di dalamnya dengan tempatnya yang luas. hanya sayang masih ada sedikit sampah dan perawatannya yang harus ditingkatkan.,"['benteng', 'letak', 'kota', 'makassar', 'bilang', 'waris', 'lampau', 'sejarah', 'letak', 'hadap', 'pantai', 'bangun', 'kokoh', 'bangun', 'luas', 'sayang', 'sampah', 'awat', 'tingkat']",benteng letak kota makassar bilang waris lampau sejarah letak hadap pantai bangun kokoh bangun luas sayang sampah awat tingkat
161,Mengunjungi museum sejarah biasanya cukup menarik. Tetapi kesan yang muncul di Benteng Rotterdam adalah tidak terawat. Sayang sekali bangunan penuh sejarah perjuangan rakyat makssar tidak dirawat secara baik+Nilai histori perjuangan rakyat makassar terpancar dari sejarah Sultan Hasanuddin-Perawatan yang ala kadarnya dan tidak tanggap petugas kepada wsatawan dan masih ada oknum meminta sumbangan tidak resmi.,"['unjung', 'museum', 'sejarah', 'tarik', 'kesan', 'muncul', 'benteng', 'rotterdam', 'awat', 'sayang', 'bangun', 'penuh', 'sejarah', 'juang', 'rakyat', 'makssar', 'rawat', 'nilai', 'histori', 'juang', 'rakyat', 'makassar', 'pancar', 'sejarah', 'sultan', 'hasanuddin', 'awat', 'ala', 'kadar', 'tanggap', 'tugas', 'wsatawan', 'oknum', 'sumbang', 'resmi']",unjung museum sejarah tarik kesan muncul benteng rotterdam awat sayang bangun penuh sejarah juang rakyat makssar rawat nilai histori juang rakyat makassar pancar sejarah sultan hasanuddin awat ala kadar tanggap tugas wsatawan oknum sumbang resmi
162,"Salah satu peninggalan belanda yg sangat terawat , lumayan capek kalau keliling tembok nya , tp menyenangkan","['salah', 'tinggal', 'belanda', 'yg', 'awat', 'lumayan', 'capek', 'keliling', 'tembok', 'nya', 'tp', 'senang']",salah tinggal belanda yg awat lumayan capek keliling tembok nya tp senang
163,"Benteng ini masih cukup terawat, hanya saja beberapa jendela sudah kelihatan lapuk, dan banyak terdapat benda peninggalan sejarah.","['benteng', 'awat', 'jendela', 'lihat', 'lapuk', 'benda', 'tinggal', 'sejarah']",benteng awat jendela lihat lapuk benda tinggal sejarah
164,Tempat bagus untuk mengenal sejarah. Lokasinya di tengah kota gak jauh. Cuaca panas tapi menyenangkan,"['bagus', 'kenal', 'sejarah', 'lokasi', 'kota', 'gak', 'cuaca', 'panas', 'senang']",bagus kenal sejarah lokasi kota gak cuaca panas senang
165,"Ini adalah kunjungan kedua, ternyata keadaan tidak banyak berubah. Bagi yang senang melihat-lihat object sejarah, benteng ini dapat menjadi pilihan. Cobalah bekeliling bagian atas benteng, dapat terbayang bagaimana tempo dulu saat penjaga benteng melihat sekeliling... pada saat berkunjung ternyata dijadikan ajang sesi foto, yang ingin foto prewed tema tempo dulu bias dijadikan salah satu pilihan...","['kunjung', 'nyata', 'ubah', 'senang', 'lihat', 'lihat', 'object', 'sejarah', 'benteng', 'pilih', 'coba', 'bekeliling', 'benteng', 'bayang', 'tempo', 'jaga', 'benteng', 'lihat', 'keliling', 'kunjung', 'nyata', 'ajang', 'sesi', 'foto', 'foto', 'prewed', 'tema', 'tempo', 'bias', 'salah', 'pilih']",kunjung nyata ubah senang lihat lihat object sejarah benteng pilih coba bekeliling benteng bayang tempo jaga benteng lihat keliling kunjung nyata ajang sesi foto foto prewed tema tempo bias salah pilih
166,"tempat destinasi sejarah yg wajib di kunjungi di kota Makassar. Belajar sejarah kota Makassar, juga Sulawesi Selatan dan sejarah saat penjajahan dulu, sangat mengedukasi sekali. pemandangannya bagus untuk berfoto.","['destinasi', 'sejarah', 'yg', 'wajib', 'kunjung', 'kota', 'makassar', 'ajar', 'sejarah', 'kota', 'makassar', 'sulawesi', 'selatan', 'sejarah', 'jajah', 'edukasi', 'pandang', 'bagus', 'foto']",destinasi sejarah yg wajib kunjung kota makassar ajar sejarah kota makassar sulawesi selatan sejarah jajah edukasi pandang bagus foto
167,"Menurut pemandu kami, benteng ini awalnya didirikan oleh Kerajaan Gowa menghadapi serangan bangsa asing. Kemudian diambil alih Belanda hingga era Jepang tiba. Setelah kemerdekaan bangunan ini sempat menjadi markas tentara sebelum menjadi museum seperti sekarang ini. Sayangnya masih ada kantor di dalam benteng sehingga agak mengurangi nilai sejarahnya. Lokasinya tak jauh dari Pantai Losari namun lumayan juga bila berjalan kaki dari situ.","['pandu', 'benteng', 'raja', 'gowa', 'hadap', 'serang', 'bangsa', 'asing', 'ambil', 'alih', 'belanda', 'era', 'jepang', 'merdeka', 'bangun', 'markas', 'tentara', 'museum', 'sayang', 'kantor', 'benteng', 'nilai', 'sejarah', 'lokasi', 'pantai', 'losari', 'lumayan', 'jalan', 'kaki', 'situ']",pandu benteng raja gowa hadap serang bangsa asing ambil alih belanda era jepang merdeka bangun markas tentara museum sayang kantor benteng nilai sejarah lokasi pantai losari lumayan jalan kaki situ
168,"Kakau ke sini ingat Papa Mama yang waktu itu masih lincah, kita panjat-panjat tinggi-tinggi dan foto-foto. View nya bagus untuk jepret foto","['kakau', 'papa', 'mama', 'lincah', 'panjat', 'panjat', 'foto', 'foto', 'view', 'nya', 'bagus', 'jepret', 'foto']",kakau papa mama lincah panjat panjat foto foto view nya bagus jepret foto
169,"Masuk disini kita harus mengisi buku tamu dan membayar iuran seiklasnya. Kita bisa minta ditemani pemandu wisata. Belok ke kiri ada palang bastion bone kita bisa berfoto2 sehingga bisa kelihatan pemandangan benteng. Ada juga museum La Galigo, kita bisa melihat benda2 bersejarah. Kanal Fort rotterdam juga bagus. Pemandangan di luar museum juga indah ada tulisan fort rotterdam dan taman yang indah","['masuk', 'isi', 'buku', 'tamu', 'bayar', 'iur', 'seiklasnya', 'tani', 'pandu', 'wisata', 'belok', 'kiri', 'palang', 'bastion', 'bone', 'foto', 'lihat', 'pandang', 'benteng', 'museum', 'la', 'galigo', 'lihat', 'benda', 'sejarah', 'kanal', 'fort', 'rotterdam', 'bagus', 'pandang', 'museum', 'indah', 'tulis', 'fort', 'rotterdam', 'taman', 'indah']",masuk isi buku tamu bayar iur seiklasnya tani pandu wisata belok kiri palang bastion bone foto lihat pandang benteng museum la galigo lihat benda sejarah kanal fort rotterdam bagus pandang museum indah tulis fort rotterdam taman indah
170,"Benteng yang di bangun sejak pemerintahan belanda masih berdiri kokoh,banyak komunitas berkumpul ,lembaga adat,pencinta badik,dan fotografer","['benteng', 'bangun', 'perintah', 'belanda', 'kokoh', 'komunitas', 'kumpul', 'lembaga', 'adat', 'cinta', 'badik', 'fotografer']",benteng bangun perintah belanda kokoh komunitas kumpul lembaga adat cinta badik fotografer
171,"Terletak di pinggir pantai, benteng peninggalan Belanda ini kini menjadi musium. Menarik untuk dikunjungi sebagai wisata edukasi dan sejarah. Musium la galigo memberikan wawasan baru tentang masyarakat Sulawesi Selatan, sayang isinya agak kurang dan kurang tertata menarik. Pangeran Diponegoro pernah dipenjara di sini. Beberapa grafiti kurang sedap dipandang. ","['letak', 'pinggir', 'pantai', 'benteng', 'tinggal', 'belanda', 'musium', 'tarik', 'kunjung', 'wisata', 'edukasi', 'sejarah', 'musium', 'la', 'galigo', 'wawas', 'masyarakat', 'sulawesi', 'selatan', 'sayang', 'isi', 'tata', 'tarik', 'pangeran', 'diponegoro', 'penjara', 'grafit', 'sedap', 'pandang']",letak pinggir pantai benteng tinggal belanda musium tarik kunjung wisata edukasi sejarah musium la galigo wawas masyarakat sulawesi selatan sayang isi tata tarik pangeran diponegoro penjara grafit sedap pandang
172,"Tempatnya keren, guidenya juga ok kalau bisa ada guide anak muda juga. Dekat pantai sama dekat dengan hotel. Akses masuk ke benteng juga gak ribet.","['keren', 'guidenya', 'ok', 'guide', 'anak', 'muda', 'pantai', 'hotel', 'akses', 'masuk', 'benteng', 'gak', 'ribet']",keren guidenya ok guide anak muda pantai hotel akses masuk benteng gak ribet
173,"Biasanya sore-sore anak2 muda Makassar bermain ke mari. Lokasinya bagus karena dekat pantai, dari benteng menyaksikan matahari terbenam sangat menarik.","['sore', 'sore', 'anak', 'muda', 'makassar', 'main', 'mari', 'lokasi', 'bagus', 'pantai', 'benteng', 'saksi', 'matahari', 'benam', 'tarik']",sore sore anak muda makassar main mari lokasi bagus pantai benteng saksi matahari benam tarik
174,"Benteng ini masih berdiri kokoh, sejak jaman dulu masih sekolah tour kesini dan tampaknya belum banyak berubah, bangunan yang kuat dan kokoh memberi tanda sebuah kualitas dari arsitektur belanda jaman dulu.Sayang banyak tangan2 jahil yang mencoret2, sebaiknya jika ketahuan segera di cat ulang dan apabila ketahuan pelakunya di beri sanksi sesuai usia, karena benteng ini bukan milik pribadi.Berharap pemerintah lebih memperhatikan peninggalan sejarah semacam ini.","['benteng', 'kokoh', 'jaman', 'sekolah', 'tour', 'kesini', 'ubah', 'bangun', 'kuat', 'kokoh', 'tanda', 'buah', 'kualitas', 'arsitektur', 'belanda', 'jaman', 'sayang', 'tangan', 'jahil', 'coret', 'cat', 'ulang', 'laku', 'sanksi', 'sesuai', 'usia', 'benteng', 'milik', 'pribadi', 'harap', 'perintah', 'perhati', 'tinggal', 'sejarah']",benteng kokoh jaman sekolah tour kesini ubah bangun kuat kokoh tanda buah kualitas arsitektur belanda jaman sayang tangan jahil coret cat ulang laku sanksi sesuai usia benteng milik pribadi harap perintah perhati tinggal sejarah
175,"nemuin ini di Google, karena sebagai pecinta tempat bersejarah dan pecinta Museum selepas dar pantai Losari nyempettin ketempat ini. biaya mauk gratis sumbangan seikhlasnya saja. didalamnya terdapat lapangan luas berbentuk persegi dengan bangunan tua disekelilingnya. didalam kawasan ini ada Museum Laligo. dan untuk bentengnya sendiri tidak jauh dari pintu masuk, agak sedikit menanjak dan disitulah letak reruntuhan benteng dengan satu meriam ditengah tengahnya. di jalan rayanya sendiri sebenarnya ada tulisan Rotterdam berwarna merah yang eye catching..tapi sayang pengunjungnya hanya beberapa orang.","['nemuin', 'google', 'cinta', 'sejarah', 'cinta', 'museum', 'lepas', 'dar', 'pantai', 'losari', 'nyempettin', 'biaya', 'mauk', 'gratis', 'sumbang', 'ikhlas', 'lapang', 'luas', 'bentuk', 'persegi', 'bangun', 'tua', 'keliling', 'kawasan', 'museum', 'laligo', 'benteng', 'pintu', 'masuk', 'tanjak', 'situ', 'letak', 'runtuh', 'benteng', 'meriam', 'jalan', 'raya', 'tulis', 'rotterdam', 'warna', 'merah', 'eye', 'catching', 'sayang', 'unjung', 'orang']",nemuin google cinta sejarah cinta museum lepas dar pantai losari nyempettin biaya mauk gratis sumbang ikhlas lapang luas bentuk persegi bangun tua keliling kawasan museum laligo benteng pintu masuk tanjak situ letak runtuh benteng meriam jalan raya tulis rotterdam warna merah eye catching sayang unjung orang
176,"Benteng ini mudah dikunjungi karena berada di dekat Pantai Losari. Secara umum benteng ini tetap terawat dan terjaga kelestariannya.Museum ini merupakan saksi bisu tentang perjuangan Rakyat Makassar terhadap penjajahan Belanda dan juga saksi bisu perjalanan Pangeran Diponegoro dalam pembuangannya di Kota Makassar. Museum ini juga menyimpan beberapa peninggalan pusaka kerajaan yang pernah berjaya di Sulawesi Selatan dan Nusantara seperti Kerajaan Gowa. Sayangnya, kebersihannya kurang terjaga bila kita mengelilingi museum ini. Perlu pengawasan yang lebih untuk pengunjung serta manajemen dalam penggunaan area museum ini bagi masyarakat umum.","['benteng', 'mudah', 'kunjung', 'pantai', 'losari', 'benteng', 'awat', 'jaga', 'lestari', 'museum', 'rupa', 'saksi', 'bisu', 'juang', 'rakyat', 'makassar', 'hadap', 'jajah', 'belanda', 'saksi', 'bisu', 'jalan', 'pangeran', 'diponegoro', 'buang', 'kota', 'makassar', 'museum', 'simpan', 'tinggal', 'pusaka', 'raja', 'jaya', 'sulawesi', 'selatan', 'nusantara', 'raja', 'gowa', 'sayang', 'bersih', 'jaga', 'keliling', 'museum', 'awas', 'unjung', 'manajemen', 'area', 'museum', 'masyarakat']",benteng mudah kunjung pantai losari benteng awat jaga lestari museum rupa saksi bisu juang rakyat makassar hadap jajah belanda saksi bisu jalan pangeran diponegoro buang kota makassar museum simpan tinggal pusaka raja jaya sulawesi selatan nusantara raja gowa sayang bersih jaga keliling museum awas unjung manajemen area museum masyarakat
177,"Benteng rotterdam adalah tempat wisata peninggalan belanda yang ada di makassar, maka ini adalah sungguh sangat bersejarah, dan cukup kagumnya , lokasi ini sungguh bersih dan rapih","['benteng', 'rotterdam', 'wisata', 'tinggal', 'belanda', 'makassar', 'sungguh', 'sejarah', 'kagum', 'lokasi', 'sungguh', 'bersih', 'rapih']",benteng rotterdam wisata tinggal belanda makassar sungguh sejarah kagum lokasi sungguh bersih rapih
178,"Baiknya pas ksini mungkin qt pake pemandu aja.. mskipun agak rumayan bayar pemandunya, tp trbayarlah dgn smua yg di dapat.. sejarah2nya semua mereka ceritain, jd qt jg bs nanya2 n tau lbh banyak..","['pas', 'ksini', 'qt', 'pake', 'pandu', 'aja', 'mskipun', 'rumayan', 'bayar', 'pandu', 'tp', 'trbayarlah', 'dgn', 'smua', 'yg', 'sejarah', 'nya', 'ceritain', 'jd', 'qt', 'jg', 'bs', 'nanya', 'n', 'tau', 'lbh']",pas ksini qt pake pandu aja mskipun rumayan bayar pandu tp trbayarlah dgn smua yg sejarah nya ceritain jd qt jg bs nanya n tau lbh
179,"Bangunan classic yang cukup terkenal di kota makassar,di dalam lokasi terdapat berbagai museumCocok bagi anda yang pecinta sejarah","['bangun', 'classic', 'kenal', 'kota', 'makassar', 'lokasi', 'museumcocok', 'cinta', 'sejarah']",bangun classic kenal kota makassar lokasi museumcocok cinta sejarah
180,Tempatnya bagus. Cocok untuk wisatawan liar negeri. Dekat dari pantai losari. Tinggal jalan kaki saja selama 10 menit.,"['bagus', 'cocok', 'wisatawan', 'liar', 'negeri', 'pantai', 'losari', 'tinggal', 'jalan', 'kaki', 'menit']",bagus cocok wisatawan liar negeri pantai losari tinggal jalan kaki menit
181,"benteng rotterdam merupakan salah satu pusat peninggalan belanda. indah dan kokoh sekali ketika kita menginjakan kaki pertama masuk ke benteng ini. telusuri semua kawasan benteng dapat membuat kita belajar pentingnya sejarah, semoga tetap bersh. pas kesana pas banget lagi ada festival pertunjukan musik di dalmenya","['benteng', 'rotterdam', 'rupa', 'salah', 'pusat', 'tinggal', 'belanda', 'indah', 'kokoh', 'kinja', 'kaki', 'masuk', 'benteng', 'telusur', 'kawasan', 'benteng', 'ajar', 'sejarah', 'moga', 'bersh', 'pas', 'kesana', 'pas', 'banget', 'festival', 'musik', 'dalmenya']",benteng rotterdam rupa salah pusat tinggal belanda indah kokoh kinja kaki masuk benteng telusur kawasan benteng ajar sejarah moga bersh pas kesana pas banget festival musik dalmenya
182,Keren dan asik...suasana asri dan nyaman...cocok buat wisata edukasi dan wisata sejarah...tempatnya juga cocok buat pra wedding dgn suguhan vintage yang bikin suasana berasa balik kemasa silam...kereeennnn,"['keren', 'asik', 'suasana', 'asri', 'nyaman', 'cocok', 'wisata', 'edukasi', 'wisata', 'sejarah', 'cocok', 'pra', 'wedding', 'dgn', 'suguh', 'vintage', 'bikin', 'suasana', 'asa', 'silam', 'kereeennnn']",keren asik suasana asri nyaman cocok wisata edukasi wisata sejarah cocok pra wedding dgn suguh vintage bikin suasana asa silam kereeennnn
183,Bersama anak-anak berlibur jangan pernah lupa untuk mengenalkan sejarah dan budaya pada mereka. Dan tempat ini sangat tepat untuk mengenalkan tempat ditahannya Pangeran Diponegoro dan sejarah adat Sulawesi Selatan. Wisata yang murah dan bermanfaat. Sayang banyak coretan di nama benteng bagian depan,"['anak', 'anak', 'libur', 'lupa', 'kenal', 'sejarah', 'budaya', 'kenal', 'tahan', 'pangeran', 'diponegoro', 'sejarah', 'adat', 'sulawesi', 'selatan', 'wisata', 'murah', 'manfaat', 'sayang', 'coret', 'nama', 'benteng']",anak anak libur lupa kenal sejarah budaya kenal tahan pangeran diponegoro sejarah adat sulawesi selatan wisata murah manfaat sayang coret nama benteng
184,Benteng Rotterdam merupakan obyek wisata penting yang pantang dilewatkan kalo mengunjungi Makassar. Halamannya luas dipenuhi bangunan arsitektur gaya lama jaman Belanda. Genting merah bata dan dinding dinding tebal berwarna putih merupakan ciri khas benteng ini.,"['benteng', 'rotterdam', 'rupa', 'obyek', 'wisata', 'pantang', 'kalo', 'unjung', 'makassar', 'halaman', 'luas', 'penuh', 'bangun', 'arsitektur', 'gaya', 'jaman', 'belanda', 'genting', 'merah', 'bata', 'dinding', 'dinding', 'tebal', 'warna', 'putih', 'rupa', 'ciri', 'khas', 'benteng']",benteng rotterdam rupa obyek wisata pantang kalo unjung makassar halaman luas penuh bangun arsitektur gaya jaman belanda genting merah bata dinding dinding tebal warna putih rupa ciri khas benteng
185,"Kalau ke makassar jangan lupa berkunjung ke Benteng Rotterdam, letaknya berada di depan pantai, bangunannya unuk","['makassar', 'lupa', 'kunjung', 'benteng', 'rotterdam', 'letak', 'pantai', 'bangun', 'unuk']",makassar lupa kunjung benteng rotterdam letak pantai bangun unuk
186,"Bagus tempatnya, terawat, bersih, sayangnya menjadi tempat event-event yang seharusnya merupakan situs yang dilindungi, tolong dikurangi event-event untuk melestarikan situs ini","['bagus', 'awat', 'bersih', 'sayang', 'event', 'event', 'rupa', 'situs', 'lindung', 'tolong', 'rang', 'event', 'event', 'lestari', 'situs']",bagus awat bersih sayang event event rupa situs lindung tolong rang event event lestari situs
187,Benteng Rotterdam adalah salah satu gedung peninggalan belanda yang juga dijadikan museum.  Banyak menyimpan benda-benda bersejarah. Harus singgah kesini kalau ke Makassar,"['benteng', 'rotterdam', 'salah', 'gedung', 'tinggal', 'belanda', 'museum', 'simpan', 'benda', 'benda', 'sejarah', 'singgah', 'kesini', 'makassar']",benteng rotterdam salah gedung tinggal belanda museum simpan benda benda sejarah singgah kesini makassar
188,"Benteng ini merupakan tempat bersejarah,  dimana Belanda membangun  Benteng ini.  Banyak ruangan ruangan yg sekarang di pakai utk museum.  Harus di kunjungi jika datang ke makassar ","['benteng', 'rupa', 'sejarah', 'belanda', 'bangun', 'benteng', 'ruang', 'ruang', 'yg', 'pakai', 'utk', 'museum', 'kunjung', 'makassar']",benteng rupa sejarah belanda bangun benteng ruang ruang yg pakai utk museum kunjung makassar
189,"Benteng ini adalah benteng peninggalan kerajaan Gowa-Tallo yang terletak di tepi pantai Kota Makassar berarsitektur kolonial Belanda. Di benteng ini terdapat Museum La Galigo yang di dalamnya terdapat banyak referensi mengenai sejarah kebesaran Makassar (Gowa-Tallo) dan daerah-daerah lainnya yang ada di Sulawesi Selatan.Banyak spot foto yang cantik di tempat ini dan biasa digunakan untuk foto pra-wedding. Tempat ini sangat cocok dikunjungi pada sore hari menjelang malam, tapi jika ingin masuk ke museum datang pagi menjelang siang.","['benteng', 'benteng', 'tinggal', 'raja', 'gowa', 'tallo', 'letak', 'tepi', 'pantai', 'kota', 'makassar', 'arsitektur', 'kolonial', 'belanda', 'benteng', 'museum', 'la', 'galigo', 'referensi', 'kena', 'sejarah', 'makassar', 'gowa', 'tallo', 'daerah', 'daerah', 'sulawesi', 'selatan', 'spot', 'foto', 'cantik', 'foto', 'pra', 'wedding', 'cocok', 'kunjung', 'sore', 'jelang', 'malam', 'masuk', 'museum', 'pagi', 'jelang', 'siang']",benteng benteng tinggal raja gowa tallo letak tepi pantai kota makassar arsitektur kolonial belanda benteng museum la galigo referensi kena sejarah makassar gowa tallo daerah daerah sulawesi selatan spot foto cantik foto pra wedding cocok kunjung sore jelang malam masuk museum pagi jelang siang
190,Benteng Rotterdam adalah salah satu peninggalan bersejarah yang harus kita jaga dan kita lestarikan sebagai warisan budaya bangsa. Terletak disudut dekat pelabuhan dan tak jauh dari pantai losari... Disana ada tempat pengasingan pahlawan kita Pangeran Diponegoro. Yuk kita jalan jalan kesana...,"['benteng', 'rotterdam', 'salah', 'tinggal', 'sejarah', 'jaga', 'lestari', 'waris', 'budaya', 'bangsa', 'letak', 'sudut', 'labuh', 'pantai', 'losari', 'asing', 'pahlawan', 'pangeran', 'diponegoro', 'yuk', 'jalan', 'jalan', 'kesana']",benteng rotterdam salah tinggal sejarah jaga lestari waris budaya bangsa letak sudut labuh pantai losari asing pahlawan pangeran diponegoro yuk jalan jalan kesana
191,Saat ke Makassar sempatkan ke Benteng Rotterdam untuk mempelajari sejarah kota Makassar. Bagus juga untuk selfie.,"['makassar', 'benteng', 'rotterdam', 'ajar', 'sejarah', 'kota', 'makassar', 'bagus', 'selfie']",makassar benteng rotterdam ajar sejarah kota makassar bagus selfie
192,"Recomended banget ini tempat ,indah sekali berpergian dengan pasangan...Nuasa yang romantis,dan view disana sangat baik sekali.Wajib kesini kalau kalian berpergian ke kota makassar.Andai jakarta ada tempat seprti ini..","['recomended', 'banget', 'indah', 'pergi', 'pasang', 'nuasa', 'romantis', 'view', 'wajib', 'kesini', 'pergi', 'kota', 'makassar', 'andai', 'jakarta', 'seprti']",recomended banget indah pergi pasang nuasa romantis view wajib kesini pergi kota makassar andai jakarta seprti
193,"Untuk tempat wisata sejarah, tempat ini sangat direkomendasikan. Hanya saja pengunjung harus berhati2 saat ada orang yang mendekati dan menjelaskan tentang sejarah benteng ini, mereka adalah pemandu wisata yang memiliki tarif lumayan besar. Saat awal menjelaskan mereka tidak memperkenalkan diri sebagai pemandu wisata, hanya mengobrol seperti biasa. Saat di akhir percakapan mereka meminta imbalan. Apalagi untuk wisatawan asing harus berhati2 juga, imbalan yg diminta akan lebih besar.","['wisata', 'sejarah', 'rekomendasi', 'unjung', 'hati', 'orang', 'sejarah', 'benteng', 'pandu', 'wisata', 'milik', 'tarif', 'lumayan', 'kenal', 'pandu', 'wisata', 'obrol', 'cakap', 'imbal', 'wisatawan', 'asing', 'hati', 'imbal', 'yg']",wisata sejarah rekomendasi unjung hati orang sejarah benteng pandu wisata milik tarif lumayan kenal pandu wisata obrol cakap imbal wisatawan asing hati imbal yg
194,Banyak bangunan2 tua peninggalan belanda.. punya makna sejarah lengkap dengan benda2 peninggalan pada zaman itu,"['bangun', 'tua', 'tinggal', 'belanda', 'makna', 'sejarah', 'lengkap', 'benda', 'tinggal', 'zaman']",bangun tua tinggal belanda makna sejarah lengkap benda tinggal zaman
195,"Benteng Rotterdam salah satu benteng terbaik di Makassar, bentuknya sangat terawat dan rapi cocok untuk wisata edukasi. Di depan benteng ini terdapat pantai losari yang menjadi landmark kota Makassar, dan banyak terdapat lokasi kuliner disini","['benteng', 'rotterdam', 'salah', 'benteng', 'makassar', 'bentuk', 'awat', 'rapi', 'cocok', 'wisata', 'edukasi', 'benteng', 'pantai', 'losari', 'landmark', 'kota', 'makassar', 'lokasi', 'kuliner']",benteng rotterdam salah benteng makassar bentuk awat rapi cocok wisata edukasi benteng pantai losari landmark kota makassar lokasi kuliner
196,Gedung warisan zaman penjajahan Belanda yang masih berdiri kokoh ditengah kota Makasar. Cukup menambah indahnya kota Makasar. Mudah untuk di jangkau oleh semua orang termasuk semua wisatawan.,"['gedung', 'waris', 'zaman', 'jajah', 'belanda', 'kokoh', 'kota', 'makasar', 'indah', 'kota', 'makasar', 'mudah', 'jangkau', 'orang', 'masuk', 'wisatawan']",gedung waris zaman jajah belanda kokoh kota makasar indah kota makasar mudah jangkau orang masuk wisatawan
197,"Benteng Rotterdam adalah saksi peninggalan sejarah melawan penjajah dilokasi ini Anda dapat melihat sisa-sisa peperangan kerajaan gowa dalam mengusir penjajah dari tanah sulawesi, Benteng ini sangat wajib Anda kunjungi jika datang ke kota makassar.","['benteng', 'rotterdam', 'saksi', 'tinggal', 'sejarah', 'lawan', 'jajah', 'lokasi', 'lihat', 'sisa', 'sisa', 'peperangan', 'raja', 'gowa', 'usir', 'jajah', 'tanah', 'sulawesi', 'benteng', 'wajib', 'kunjung', 'kota', 'makassar']",benteng rotterdam saksi tinggal sejarah lawan jajah lokasi lihat sisa sisa peperangan raja gowa usir jajah tanah sulawesi benteng wajib kunjung kota makassar
